,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges,HTML Reference
1008,Bill Davis,1947,1947,F,6-3,215,"October 3, 1920",Notre Dame,/players/d/davisbi01.html
1009,Bob Davis,1973,1973,F,6-7,215,"April 2, 1950",Weber State,/players/d/davisbo01.html
1010,Brad Davis,1978,1992,G,6-3,180,"December 17, 1955",Maryland,/players/d/davisbr01.html
1011,Brian Davis,1994,1994,F-G,6-7,200,"June 21, 1970",Duke,/players/d/davisbr02.html
1012,Charles Davis,1982,1990,F,6-7,215,"October 5, 1958",Vanderbilt,/players/d/davisch02.html
1013,Charlie Davis,1972,1974,G,6-2,160,"September 7, 1949",Wake Forest,/players/d/davisch01.html
1014,Dale Davis,1992,2007,F-C,6-11,230,"March 25, 1969",Clemson,/players/d/davisda01.html
1015,Deyonta Davis,2017,2019,C-F,6-11,237,"December 2, 1996",Michigan State,/players/d/davisde01.html
1016,Dwight Davis,1973,1977,F,6-8,220,"October 28, 1949",Houston,/players/d/davisdw01.html
1017,Ed Davis,2011,2022,F,6-9,218,"June 5, 1989",UNC,/players/d/davised01.html
1018,Emanual Davis,1997,2003,G,6-4,195,"August 27, 1968",Delaware State University,/players/d/davisem01.html
1019,Glen Davis,2008,2015,F-C,6-9,289,"January 1, 1986",LSU,/players/d/davisgl01.html
1020,Harry Davis,1979,1980,F,6-7,220,"January 27, 1956",Florida State,/players/d/davisha01.html
1021,Hubert Davis,1993,2004,G,6-5,183,"May 17, 1970",UNC,/players/d/davishu01.html
1022,Jim Davis,1968,1975,C-F,6-9,225,"December 18, 1941",Colorado,/players/d/davisji01.html
1023,Johnny Davis,1977,1986,G,6-2,170,"October 21, 1955",Dayton,/players/d/davisjo01.html
1024,Johnny Davis,2023,2023,G,6-5,196,"February 27, 2002",Wisconsin,/players/d/davisjo06.html
1025,Josh Davis,2004,2012,F,6-8,235,"August 10, 1980",Wyoming,/players/d/davisjo02.html
1026,Lee Davis,1969,1976,C-F,6-8,235,"October 11, 1945",NC Central,/players/d/davisle01.html
1027,Mark Davis,1989,1989,F-G,6-6,195,"June 8, 1963",Old Dominion,/players/d/davisma01.html
1028,Mark Davis,1996,2000,G-F,6-7,210,"April 26, 1973","Howard College, Texas Tech",/players/d/davisma02.html
1029,Mel Davis,1974,1977,F,6-6,220,"November 9, 1950",St. John's,/players/d/davisme01.html
1030,Mickey Davis,1972,1977,F-G,6-7,195,"June 16, 1950",Duquesne,/players/d/davismi02.html
1031,Mike Davis,1970,1973,G,6-3,185,"July 26, 1946",Virginia Union University,/players/d/davismi01.html
1032,Mike Davis,1983,1983,F,6-10,230,"August 2, 1956",Maryland,/players/d/davismi03.html
1033,Monti Davis,1981,1981,F,6-7,205,"July 26, 1958",Tennessee State,/players/d/davismo01.html
1034,Paul Davis,2007,2010,C,6-11,270,"July 21, 1984",Michigan State,/players/d/davispa01.html
1035,Ralph Davis,1961,1962,G,6-4,180,"September 7, 1938",Cincinnati,/players/d/davisra01.html
1036,Red Davis,1956,1956,C,6-7,220,"April 22, 1932",St. John's,/players/d/davisre01.html
1037,Ricky Davis,1999,2010,G,6-6,195,"September 23, 1979",Iowa,/players/d/davisri01.html
1038,Ron Davis,1977,1982,G-F,6-6,198,"May 1, 1954",Washington State,/players/d/davisro01.html
1039,Terence Davis,2020,2023,G,6-4,201,"May 16, 1997",Ole Miss,/players/d/daviste02.html
1040,Terry Davis,1990,2001,F-C,6-9,225,"June 17, 1967",Virginia Union University,/players/d/daviste01.html
1041,Tyler Davis,2019,2019,C,6-10,266,"May 22, 1997",Texas A&M,/players/d/davisty01.html
1042,Walt Davis,1954,1958,C-F,6-8,205,"January 5, 1931",Texas A&M,/players/d/daviswa01.html
1043,Walter Davis,1978,1992,G-F,6-6,193,"September 9, 1954",UNC,/players/d/daviswa03.html
1044,Warren Davis,1968,1973,F-C,6-6,212,"June 30, 1943",North Carolina A&T,/players/d/daviswa02.html
1045,Willie Davis,1971,1971,C,6-8,234,"August 9, 1945",University of North Texas,/players/d/daviswi01.html
1046,Andre Dawkins,2015,2015,G,6-5,215,"September 19, 1991",Duke,/players/d/dawkian01.html
1047,Darryl Dawkins,1976,1989,C,6-11,251,"January 11, 1957",,/players/d/dawkida01.html
1048,Johnny Dawkins,1987,1995,G,6-2,165,"September 28, 1963",Duke,/players/d/dawkijo01.html
1049,Paul Dawkins,1980,1980,F,6-5,190,"June 10, 1957",Northern Illinois,/players/d/dawkipa01.html
1050,Branden Dawson,2016,2016,F,6-6,225,"February 1, 1993",Michigan State,/players/d/dawsobr01.html
1051,Eric Dawson,2012,2012,F,6-9,250,"July 7, 1984",Midwestern State University,/players/d/dawsoer01.html
1052,Jimmy Dawson,1968,1968,G,6-0,175,"April 18, 1945",Illinois,/players/d/dawsoji01.html
1053,Tony Dawson,1991,1995,F,6-7,215,"August 25, 1967",Florida State,/players/d/dawsoto01.html
1054,Todd Day,1993,2001,G-F,6-6,188,"January 7, 1970",Arkansas,/players/d/dayto01.html
1055,Austin Daye,2010,2015,F,6-11,220,"June 5, 1988",Gonzaga,/players/d/dayeau01.html
1056,Darren Daye,1984,1988,F-G,6-8,220,"November 30, 1960",UCLA,/players/d/dayeda01.html
1057,Nando De Colo,2013,2014,G,6-5,200,"June 23, 1987",,/players/d/decolna01.html
1058,Billy DeAngelis,1971,1971,G,6-1,180,"October 5, 1946",Saint Joseph's,/players/d/deangbi01.html
1059,Dave DeBusschere,1963,1974,F-G,6-6,220,"October 16, 1940",Detroit Mercy,/players/d/debusda01.html
1060,Andrew DeClercq,1996,2005,F-C,6-10,230,"February 1, 1973",Florida,/players/d/declean01.html
1061,Javin DeLaurier,2022,2022,F,6-10,237,"April 7, 1998",Duke,/players/d/delauja01.html
1062,Nate DeLong,1952,1952,C,6-6,220,"January 5, 1926",Wisconsin-River Falls,/players/d/delonna01.html
1063,Joe DePre,1971,1973,G,6-3,185,"December 19, 1947",St. John's,/players/d/deprejo01.html
1064,DeMar DeRozan,2010,2023,G-F,6-6,220,"August 7, 1989",USC,/players/d/derozde01.html
1065,Hank DeZonie,1951,1951,C-F,6-6,215,"February 12, 1922",Clark Atlanta University,/players/d/dezonha01.html
1066,Greg Deane,1980,1980,G,6-4,190,"December 6, 1957",Utah,/players/d/deanegr01.html
1067,Gabriel Deck,2021,2022,F,6-8,232,"February 8, 1995",,/players/d/deckga01.html
1068,Dewayne Dedmon,2014,2023,C,7-0,245,"August 12, 1989",USC,/players/d/dedmode01.html
1069,Don Dee,1969,1969,F,6-8,210,"August 9, 1943",Saint Mary of the Plains College,/players/d/deedo01.html
1070,Archie Dees,1959,1962,F-C,6-8,205,"February 22, 1936",Indiana,/players/d/deesar01.html
1071,Terry Dehere,1994,1999,G,6-2,190,"September 12, 1971",Seton Hall,/players/d/deherte01.html
1072,Red Dehnert,1947,1947,F,6-3,175,"January 24, 1924",Columbia University,/players/d/dehnere01.html
1073,Bryce Dejean-Jones,2016,2016,G,6-6,209,"August 21, 1992","USC, UNLV, Iowa State",/players/d/dejeabr01.html
1074,Sam Dekker,2016,2022,F,6-9,230,"May 6, 1994",Wisconsin,/players/d/dekkesa01.html
1075,Vinny Del Negro,1989,2002,G,6-4,185,"August 9, 1966",NC State,/players/d/delnevi01.html
1076,Malcolm Delaney,2017,2018,G,6-3,190,"March 11, 1989",Virginia Tech,/players/d/delanma01.html
1077,Bison Dele,1992,1999,F-C,6-9,235,"April 6, 1969","Maryland, Arizona",/players/d/delebi01.html
1078,Carlos Delfino,2005,2013,G,6-6,230,"August 29, 1982",,/players/d/delfica01.html
1079,Ángel Delgado,2019,2019,C,6-10,245,"November 20, 1994",Seton Hall,/players/d/delgaan01.html
1080,Tony Delk,1997,2006,G,6-1,189,"January 28, 1974",Kentucky,/players/d/delkto01.html
1081,Matthew Dellavedova,2014,2021,G,6-3,200,"September 8, 1990",Saint Mary's,/players/d/dellama01.html
1082,Fennis Dembo,1989,1989,F,6-5,215,"January 24, 1966",Wyoming,/players/d/dembofe01.html
1083,Larry Demic,1980,1982,F-C,6-9,225,"June 27, 1957",Arizona,/players/d/demicla01.html
1084,Dell Demps,1994,1997,G,6-3,205,"February 12, 1970",University of the Pacific,/players/d/dempsde01.html
1085,George Dempsey,1955,1959,G,6-2,190,"July 19, 1929",King's College,/players/d/dempsge01.html
1086,Luol Deng,2005,2019,F,6-9,237,"April 16, 1985",Duke,/players/d/denglu01.html
1087,Kenny Dennard,1982,1984,F,6-8,220,"October 18, 1958",Duke,/players/d/dennake01.html
1088,Blaine Denning,1953,1953,G,6-2,175,"September 19, 1930",Lawrence Technological University,/players/d/dennibl01.html
1089,Justin Dentmon,2012,2013,G,5-11,185,"September 5, 1985",Washington,/players/d/dentmju01.html
1090,Randy Denton,1972,1977,C,6-10,240,"February 18, 1949",Duke,/players/d/dentora01.html
1091,Rod Derline,1975,1976,G,6-0,175,"March 11, 1952",Seattle University,/players/d/derliro01.html
1092,Marcus Derrickson,2019,2019,F,6-7,249,"February 1, 1996",Georgetown,/players/d/derrima01.html
1093,Dave Deutsch,1967,1967,G,6-1,170,"May 13, 1945",University of Rochester,/players/d/deutsda01.html
1094,Corky Devlin,1956,1958,G,6-5,195,"December 21, 1931",George Washington,/players/d/devlico01.html
1095,Ernie DiGregorio,1974,1978,G,6-0,180,"January 15, 1951",Providence,/players/d/digreer01.html
1096,Donte DiVincenzo,2019,2023,G,6-4,203,"January 31, 1997",Villanova,/players/d/divindo01.html
1097,Mamadi Diakite,2021,2022,F,6-9,228,"January 21, 1997",Virginia,/players/d/diakima01.html
1098,Derrick Dial,2000,2004,G,6-4,184,"December 20, 1975",Eastern Michigan,/players/d/dialde01.html
1099,Cheick Diallo,2017,2022,F,6-8,219,"September 13, 1996",Kansas,/players/d/diallch01.html
1100,Hamidou Diallo,2019,2023,G,6-5,202,"July 31, 1998",Kentucky,/players/d/diallha01.html
1101,Boris Diaw,2004,2017,F-C,6-8,250,"April 16, 1982",,/players/d/diawbo01.html
1102,Yakhouba Diawara,2007,2010,G-F,6-7,225,"August 29, 1982",Pepperdine,/players/d/diawaya01.html
1103,Guillermo Díaz,2008,2008,G,6-2,192,"March 4, 1985",Miami (FL),/players/d/diazgu01.html
1104,Dan Dickau,2003,2008,G,6-0,190,"September 16, 1978","Washington, Gonzaga",/players/d/dickada01.html
1105,Kaniel Dickens,2004,2008,F,6-8,215,"July 21, 1978","Tyler Junior College, Idaho",/players/d/dickeka01.html
1106,Henry Dickerson,1976,1977,G,6-4,190,"November 27, 1951",University of Charleston,/players/d/dickehe01.html
1107,Michael Dickerson,1999,2003,G-F,6-5,190,"June 25, 1975",Arizona,/players/d/dickemi01.html
1108,Clyde Dickey,1975,1975,G,6-3,185,"December 14, 1951",Boise State,/players/d/dickecl01.html
1109,Derrek Dickey,1974,1978,F,6-7,218,"March 20, 1951",Cincinnati,/players/d/dickede01.html
1110,Dick Dickey,1952,1952,G,6-1,175,"October 26, 1926",NC State,/players/d/dickedi01.html
1111,John Dickson,1968,1968,C,6-10,240,"November 18, 1945",Arkansas State University,/players/d/dicksjo01.html
1112,Travis Diener,2006,2010,G,6-1,175,"March 1, 1982",Marquette,/players/d/dienetr01.html
1113,Gorgui Dieng,2014,2023,C,6-10,252,"January 18, 1990",Louisville,/players/d/dienggo01.html
1114,Ousmane Dieng,2023,2023,F,6-10,216,"May 21, 2003",,/players/d/diengou01.html
1115,Connie Dierking,1959,1971,C-F,6-9,222,"October 2, 1936",Cincinnati,/players/d/dierkco01.html
1116,Coby Dietrick,1971,1983,C-F,6-10,220,"July 23, 1948",San Jose State,/players/d/dietrco01.html
1117,Craig Dill,1968,1968,C,6-11,215,"December 17, 1944",Michigan,/players/d/dillcr01.html
1118,Dwaine Dillard,1976,1976,F,6-6,230,"March 9, 1949",Eastern Michigan,/players/d/dilladw01.html
1119,Mickey Dillard,1982,1982,G,6-3,170,"October 15, 1958",Florida State,/players/d/dillami01.html
1120,Bob Dille,1947,1947,F,6-3,190,"July 2, 1917",Valparaiso,/players/d/dillebo01.html
1121,Hook Dillon,1950,1950,F,6-3,180,"January 8, 1924",UNC,/players/d/dilloho01.html
1122,Byron Dinkins,1990,1991,G,6-1,170,"June 15, 1967",UNC Charlotte,/players/d/dinkiby01.html
1123,Jackie Dinkins,1972,1972,F,6-5,210,"January 22, 1950",Voorhees College,/players/d/dinkija01.html
1124,Harry Dinnel,1968,1968,F-G,6-4,200,"October 9, 1940",Pepperdine,/players/d/dinneha01.html
1125,Bill Dinwiddie,1968,1972,F,6-7,220,"July 15, 1943",New Mexico Highlands University,/players/d/dinwibi01.html
1126,Spencer Dinwiddie,2015,2023,G,6-5,215,"April 6, 1993",Colorado,/players/d/dinwisp01.html
1127,Ike Diogu,2006,2012,F,6-8,250,"September 11, 1983",Arizona State,/players/d/dioguik01.html
1128,DeSagana Diop,2002,2013,C,7-0,300,"January 30, 1982",,/players/d/diopde01.html
1129,Terry Dischinger,1963,1973,F-G,6-7,189,"November 21, 1940",Purdue,/players/d/dischte01.html
1130,Fred Diute,1955,1955,G,6-3,210,"January 9, 1929",St. Bonaventure,/players/d/diutefr01.html
1131,Vlade Divac,1990,2005,C,7-1,243,"February 3, 1968",,/players/d/divacvl01.html
1132,Juan Dixon,2003,2009,G,6-3,164,"October 9, 1978",Maryland,/players/d/dixonju01.html
1133,Earl Dodd,1950,1950,F,6-5,175,"November 1, 1924",Truman State University,/players/d/doddea01.html
1134,Michael Doleac,1999,2008,C,6-11,262,"June 15, 1977",Utah,/players/d/doleami01.html
1135,Joe Dolhon,1950,1951,G,6-0,175,"July 9, 1927",NYU,/players/d/dolhojo01.html
1136,Bob Doll,1947,1950,F-C,6-5,195,"August 10, 1919",Colorado,/players/d/dollbo01.html
1137,James Donaldson,1981,1995,C,7-2,275,"August 16, 1957",Washington State,/players/d/donalja01.html
1138,Luka Dončić,2019,2023,G-F,6-7,230,"February 28, 1999",,/players/d/doncilu01.html
1139,Bob Donham,1951,1954,G-F,6-2,190,"October 11, 1926",Ohio State,/players/d/donhabo01.html
1140,Billy Donovan,1988,1988,G,5-11,171,"May 30, 1965",Providence,/players/d/donovbi01.html
1141,Harry Donovan,1950,1950,G,6-2,180,"September 10, 1926",Muhlenberg College,/players/d/donovha01.html
1142,Keyon Dooling,2001,2013,G,6-3,196,"May 8, 1980",Missouri,/players/d/doolike01.html
1143,Aleksandar Djordjevic,1997,1997,G,6-2,198,"August 26, 1967",,/players/d/djordal01.html
1144,Jacky Dorsey,1978,1981,F,6-7,230,"December 18, 1954",Georgia,/players/d/dorseja01.html
1145,Joey Dorsey,2009,2015,F,6-8,268,"December 16, 1983",Memphis,/players/d/dorsejo01.html
1146,Ron Dorsey,1972,1972,F,6-4,200,"October 10, 1948",Tennessee State,/players/d/dorsero01.html
1147,Tyler Dorsey,2018,2023,G,6-5,183,"February 18, 1996",Oregon,/players/d/dorsety01.html
1148,Luguentz Dort,2020,2023,G,6-3,215,"April 19, 1999",Arizona State,/players/d/dortlu01.html
1149,Ayo Dosunmu,2022,2023,G,6-5,200,"January 17, 2000",Illinois,/players/d/dosunay01.html
1150,Damyean Dotson,2018,2022,G,6-5,210,"May 6, 1994","Oregon, Houston",/players/d/dotsoda01.html
1151,Devon Dotson,2021,2022,G,6-2,185,"August 2, 1999",Kansas,/players/d/dotsode01.html
1152,Quincy Douby,2007,2009,G,6-3,175,"May 16, 1984",Rutgers University,/players/d/doubyqu01.html
1153,Bruce Douglas,1987,1987,G,6-3,195,"April 9, 1964",Illinois,/players/d/douglbr01.html
1154,John Douglas,1982,1983,G,6-2,170,"June 12, 1956",Kansas,/players/d/dougljo01.html
1155,Leon Douglas,1977,1983,C-F,6-10,230,"August 26, 1954",Alabama,/players/d/douglle01.html
1156,Sherman Douglas,1990,2001,G,6-0,180,"September 15, 1966",Syracuse,/players/d/douglsh01.html
1157,Toney Douglas,2010,2017,G,6-2,195,"March 16, 1986","Auburn, Florida State",/players/d/douglto01.html
1158,Chris Douglas-Roberts,2009,2015,G,6-7,200,"January 8, 1987",Memphis,/players/d/douglch01.html
1159,Sekou Doumbouya,2020,2022,F,6-8,230,"December 23, 2000",,/players/d/doumbse01.html
1160,Sonny Dove,1968,1972,F,6-7,198,"August 16, 1945",St. John's,/players/d/doveso01.html
1161,Jerry Dover,1972,1972,G,5-7,155,"October 16, 1949",LeMoyne-Owen College,/players/d/doverje01.html
1162,Zabian Dowdell,2011,2011,G,6-3,191,"September 10, 1984",Virginia Tech,/players/d/dowdeza01.html
1163,Bill Downey,1948,1948,C,6-6,210,"November 11, 1923",Marquette,/players/d/downebi01.html
1164,Steve Downing,1974,1975,C,6-8,225,"September 9, 1950",Indiana,/players/d/downist01.html
1165,Jeff Dowtin,2022,2022,G,6-3,185,"May 10, 1997",Rhode Island,/players/d/dowtije01.html
1166,Danny Doyle,1963,1963,F,6-8,200,"February 6, 1940",Belmont Abbey College,/players/d/doyleda01.html
1167,Milton Doyle,2018,2018,G,6-4,185,"October 31, 1993",Loyola Chicago,/players/d/doylemi01.html
1168,PJ Dozier,2018,2022,G,6-6,205,"October 25, 1996",South Carolina,/players/d/doziepj01.html
1169,Terry Dozier,1990,1990,F,6-9,210,"June 29, 1966",South Carolina,/players/d/doziete01.html
1170,Goran Dragić,2009,2023,G,6-3,190,"May 6, 1986",,/players/d/dragigo01.html
1171,Zoran Dragić,2015,2015,G-F,6-5,200,"June 22, 1989",,/players/d/dragizo01.html
1172,Greg Dreiling,1987,1997,C,7-1,250,"November 7, 1962","Wichita State, Kansas",/players/d/dreilgr01.html
1173,Bryce Drew,1999,2004,G,6-2,185,"September 21, 1974",Valparaiso,/players/d/drewbr01.html
1174,John Drew,1975,1985,F-G,6-6,205,"September 30, 1954",Gardner-Webb University,/players/d/drewjo01.html
1175,Larry Drew,1981,1991,G,6-1,170,"April 2, 1958",Missouri,/players/d/drewla01.html
1176,Larry Drew II,2015,2018,G,6-2,180,"March 5, 1990","UNC, UCLA",/players/d/drewla02.html
1177,Clyde Drexler,1984,1998,G,6-7,210,"June 22, 1962",Houston,/players/d/drexlcl01.html
1178,Nate Driggers,1997,1997,G,6-5,215,"October 12, 1973",University of Montevallo,/players/d/driggna01.html
1179,Terry Driscoll,1971,1975,F,6-7,215,"August 28, 1947",Boston College,/players/d/driscte01.html
1180,Predrag Drobnjak,2002,2005,C,6-11,270,"October 27, 1975",,/players/d/drobnpr01.html
1181,Ralph Drollinger,1981,1981,C,7-2,250,"April 20, 1954",UCLA,/players/d/drollra01.html
1182,Andre Drummond,2013,2023,C,6-10,279,"August 10, 1993",UConn,/players/d/drumman01.html
1183,Dennis DuVal,1975,1976,G,6-3,175,"March 31, 1952",Syracuse,/players/d/duvalde01.html
1184,Chris Duarte,2022,2023,G,6-6,190,"June 13, 1997",Oregon,/players/d/duartch01.html
1185,Dick Duckett,1958,1958,G,6-1,185,"March 25, 1933",St. John's,/players/d/duckedi01.html
1186,Kevin Duckworth,1987,1997,C,7-0,275,"April 1, 1964",Eastern Illinois University,/players/d/duckwke01.html
1187,Charles Dudley,1973,1979,G,6-2,180,"March 5, 1950",Washington,/players/d/dudlech01.html
1188,Chris Dudley,1988,2003,C,6-11,235,"February 22, 1965",Yale,/players/d/dudlech02.html
1189,Jared Dudley,2008,2021,F-G,6-6,237,"July 10, 1985",Boston College,/players/d/dudleja01.html
1190,Terry Duerod,1980,1983,G,6-2,180,"July 29, 1956",Detroit Mercy,/players/d/duerote01.html
1191,Bob Duffy,1947,1947,F,6-4,175,"July 5, 1922",Tulane,/players/d/duffybo01.html
1192,Bob Duffy,1963,1965,G,6-3,185,"September 26, 1940",Colgate,/players/d/duffybo02.html
1193,Chris Duhon,2005,2013,G,6-1,185,"August 31, 1982",Duke,/players/d/duhonch01.html
1194,Duje Dukan,2016,2016,F,6-9,220,"December 4, 1991",Wisconsin,/players/d/dukandu01.html
1195,David Duke Jr.,2022,2022,G,6-5,205,"October 13, 1999",Providence,/players/d/dukeda01.html
1196,Walter Dukes,1956,1963,C,7-0,220,"June 23, 1930",Seton Hall,/players/d/dukeswa01.html
1197,Joe Dumars,1986,1999,G,6-3,190,"May 24, 1963",McNeese State University,/players/d/dumarjo01.html
1198,Rich Dumas,1969,1969,G,6-3,170,"April 21, 1944",Northeastern State University,/players/d/dumasri01.html
1199,Richard Dumas,1993,1996,F,6-7,200,"May 19, 1969",Oklahoma State,/players/d/dumasri02.html
1200,Tony Dumas,1995,1998,G,6-6,190,"August 25, 1972",Missouri-Kansas City,/players/d/dumasto01.html
1201,Andy Duncan,1949,1951,F-C,6-6,195,"April 17, 1922",William & Mary,/players/d/duncaan01.html
1202,Tim Duncan,1998,2016,F-C,6-11,250,"April 25, 1976",Wake Forest,/players/d/duncati01.html
1203,Mike Dunleavy,1977,1990,G,6-3,180,"March 21, 1954",South Carolina,/players/d/dunlemi01.html
1204,Mike Dunleavy,2003,2017,F-G,6-9,230,"September 15, 1980",Duke,/players/d/dunlemi02.html
1205,Kris Dunn,2017,2022,G,6-3,205,"March 18, 1994",Providence,/players/d/dunnkr01.html
1206,Pat Dunn,1958,1958,G,6-2,170,"March 17, 1931",Utah State University,/players/d/dunnpa01.html
1207,T.R. Dunn,1978,1991,G-F,6-4,192,"February 1, 1955",Alabama,/players/d/dunntr01.html
1208,Ronald Dupree,2004,2011,F,6-7,209,"January 26, 1981",LSU,/players/d/duprero01.html
1209,Kevin Durant,2008,2023,F-G,6-10,240,"September 29, 1988",Texas,/players/d/duranke01.html
1210,Jalen Duren,2023,2023,C,6-10,250,"November 18, 2003",Memphis,/players/d/durenja01.html
1211,John Duren,1981,1983,G,6-3,195,"October 30, 1958",Georgetown,/players/d/durenjo01.html
1212,Jarrett Durham,1972,1972,F,6-5,188,"August 22, 1949",Duquesne,/players/d/durhaja01.html
1213,Pat Durham,1993,1995,F,6-7,210,"March 10, 1967",Colorado State,/players/d/durhapa01.html
1214,Devin Durrant,1985,1986,F,6-7,200,"October 20, 1960",BYU,/players/d/durrade01.html
1215,Ken Durrett,1972,1975,F,6-7,190,"December 8, 1948",La Salle,/players/d/durreke01.html
1216,Trevon Duval,2019,2019,G,6-2,189,"August 3, 1998",Duke,/players/d/duvaltr01.html
1217,Jack Dwan,1949,1949,F-G,6-4,200,"May 3, 1921",Loyola Chicago,/players/d/dwanja01.html
